Notes,County,County Code,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Sarasota County, FL",12115,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,375325,9.3,10.1
,"Sarasota County, FL",12115,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,377178,7.2,9.6
,"Sarasota County, FL",12115,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42,377178,11.1,13.3
,"Sarasota County, FL",12115,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32,377262,8.5,10.9
,"Sarasota County, FL",12115,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,377262,7.2,9.7
,"Sarasota County, FL",12115,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,379448,5.8,8
,"Sarasota County, FL",12115,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42,379448,11.1,14.9
,"Sarasota County, FL",12115,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,379448,3.4 (Unreliable),3.4 (Unreliable)
,"Seminole County, FL",12117,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,413218,3.6 (Unreliable),3.6 (Unreliable)
,"Seminole County, FL",12117,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,413218,4.6 (Unreliable),4.3 (Unreliable)
,"Seminole County, FL",12117,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,413571,3.6 (Unreliable),3.5 (Unreliable)
,"Seminole County, FL",12117,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,413571,4.8,4.8
,"Seminole County, FL",12117,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,416564,4.3 (Unreliable),4.2 (Unreliable)
,"Seminole County, FL",12117,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,416564,5,5
,"Seminole County, FL",12117,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,419788,6,5.8
,"Seminole County, FL",12117,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,419788,7.6,7.5
,"Seminole County, FL",12117,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,422718,3.8 (Unreliable),3.7 (Unreliable)
,"Seminole County, FL",12117,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42,422718,9.9,9.7
,"Volusia County, FL",12127,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,494748,3.6 (Unreliable),3.7 (Unreliable)
,"Volusia County, FL",12127,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40,494748,8.1,8.3
,"Volusia County, FL",12127,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,16,494748,3.2 (Unreliable),3.2 (Unreliable)
,"Volusia County, FL",12127,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,498935,3.6 (Unreliable),4.2 (Unreliable)
,"Volusia County, FL",12127,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,41,498935,8.2,9.2
,"Volusia County, FL",12127,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,497366,4.6,5
,"Volusia County, FL",12127,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,53,497366,10.7,11.9
,"Volusia County, FL",12127,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,497366,2.6 (Unreliable),2.5 (Unreliable)
,"Volusia County, FL",12127,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,29,494688,5.9,6.7
,"Volusia County, FL",12127,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,56,494688,11.3,12.5
,"Volusia County, FL",12127,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,494593,5.1,5.5
,"Volusia County, FL",12127,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,76,494593,15.4,17.7
,"Bartow County, GA",13015,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,98415,11.2 (Unreliable),11.5 (Unreliable)
,"Bartow County, GA",13015,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,100157,13.0 (Unreliable),12.7 (Unreliable)
,"Carroll County, GA",13045,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,105853,9.4 (Unreliable),9.5 (Unreliable)
,"Carroll County, GA",13045,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,108947,12.9 (Unreliable),12.9 (Unreliable)
,"Carroll County, GA",13045,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,110242,10.9 (Unreliable),11.3 (Unreliable)
,"Carroll County, GA",13045,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,110242,9.1 (Unreliable),8.8 (Unreliable)
,"Carroll County, GA",13045,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,110433,12.7 (Unreliable),13.0 (Unreliable)
,"Carroll County, GA",13045,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,110527,10.0 (Unreliable),9.6 (Unreliable)
,"Chatham County, GA",13051,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,246896,4.1 (Unreliable),4.1 (Unreliable)
,"Chatham County, GA",13051,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,251981,4.8 (Unreliable),4.7 (Unreliable)
,"Chatham County, GA",13051,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,251981,5.6 (Unreliable),5.4 (Unreliable)
,"Chatham County, GA",13051,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,255269,4.3 (Unreliable),4.6 (Unreliable)
,"Chatham County, GA",13051,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,265128,4.9 (Unreliable),4.8 (Unreliable)
,"Cherokee County, GA",13057,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,202544,5.9 (Unreliable),5.7 (Unreliable)
,"Cherokee County, GA",13057,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,208271,4.8 (Unreliable),4.9 (Unreliable)
,"Cherokee County, GA",13057,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,212232,5.7 (Unreliable),5.8 (Unreliable)
,"Cherokee County, GA",13057,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,214346,9.3,8.8
,"Clayton County, GA",13063,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,258552,3.9 (Unreliable),3.7 (Unreliable)
,"Clayton County, GA",13063,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,260441,4.2 (Unreliable),4.2 (Unreliable)
,"Clayton County, GA",13063,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,259424,4.2 (Unreliable),4.2 (Unreliable)
,"Cobb County, GA",13067,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,661913,2.0 (Unreliable),1.9 (Unreliable)
,"Cobb County, GA",13067,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31,661913,4.7,4.5
,"Cobb County, GA",13067,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,670438,1.9 (Unreliable),1.8 (Unreliable)
,"Cobb County, GA",13067,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,670438,4.2,3.9
,"Cobb County, GA",13067,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,679822,2.5 (Unreliable),2.4 (Unreliable)
,"Cobb County, GA",13067,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43,679822,6.3,6.2
,"Cobb County, GA",13067,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,684776,3.4,3.2
,"Cobb County, GA",13067,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,47,684776,6.9,6.4
,"Cobb County, GA",13067,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,688078,5.1,4.8
,"DeKalb County, GA",13089,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,676687,2.5 (Unreliable),2.4 (Unreliable)
,"DeKalb County, GA",13089,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,676687,1.5 (Unreliable),1.5 (Unreliable)
,"DeKalb County, GA",13089,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,680962,3.2,3
,"DeKalb County, GA",13089,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,680962,2.2 (Unreliable),2.1 (Unreliable)
,"DeKalb County, GA",13089,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,685646,2.9,2.6
,"DeKalb County, GA",13089,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,685646,1.5 (Unreliable),1.5 (Unreliable)
,"DeKalb County, GA",13089,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,690658,1.9 (Unreliable),1.9 (Unreliable)
,"DeKalb County, GA",13089,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,690658,1.7 (Unreliable),1.7 (Unreliable)
,"DeKalb County, GA",13089,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,691893,1.9 (Unreliable),1.7 (Unreliable)
,"DeKalb County, GA",13089,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,691893,2.2 (Unreliable),2.0 (Unreliable)
,"Floyd County, GA",13115,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,95165,10.5 (Unreliable),11.3 (Unreliable)
,"Floyd County, GA",13115,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,96317,10.4 (Unreliable),10.8 (Unreliable)
,"Fulton County, GA",13121,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,46,845181,5.4,5.2
,"Fulton County, GA",13121,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25,845181,3,2.9
,"Fulton County, GA",13121,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61,869329,7,6.7
,"Fulton County, GA",13121,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25,869329,2.9,2.8
,"Fulton County, GA",13121,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,58,888694,6.5,6.1
,"Fulton County, GA",13121,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,888694,3.6,3.4
,"Fulton County, GA",13121,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12,888694,1.4 (Unreliable),1.2 (Unreliable)
,"Fulton County, GA",13121,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40,905511,4.4,4.1
,"Fulton County, GA",13121,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,905511,3,2.8
,"Fulton County, GA",13121,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,43,920581,4.7,4.2
,"Fulton County, GA",13121,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39,920581,4.2,4.2
,"Fulton County, GA",13121,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,920581,1.6 (Unreliable),1.5 (Unreliable)
,"Glynn County, GA",13127,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,78013,12.8 (Unreliable),12.9 (Unreliable)
,"Gwinnett County, GA",13135,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,740267,2.3 (Unreliable),2.2 (Unreliable)
,"Gwinnett County, GA",13135,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,740267,1.8 (Unreliable),1.8 (Unreliable)
,"Gwinnett County, GA",13135,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,740267,1.4 (Unreliable),1.3 (Unreliable)
,"Gwinnett County, GA",13135,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,764129,2.4 (Unreliable),2.2 (Unreliable)
,"Gwinnett County, GA",13135,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,764129,1.6 (Unreliable),1.5 (Unreliable)
,"Gwinnett County, GA",13135,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,780721,1.8 (Unreliable),1.7 (Unreliable)
,"Gwinnett County, GA",13135,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,780721,2.0 (Unreliable),2.1 (Unreliable)
,"Gwinnett County, GA",13135,2009,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,796276,1.3 (Unreliable),1.2 (Unreliable)
,"Gwinnett County, GA",13135,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,796276,1.5 (Unreliable),1.5 (Unreliable)
,"Gwinnett County, GA",13135,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,796276,1.9 (Unreliable),1.8 (Unreliable)
,"Gwinnett County, GA",13135,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,805321,2.1 (Unreliable),2.2 (Unreliable)
,"Gwinnett County, GA",13135,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,805321,2.4 (Unreliable),2.3 (Unreliable)
,"Hall County, GA",13139,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,177277,5.6 (Unreliable),5.8 (Unreliable)
,"Hall County, GA",13139,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,179684,9.5 (Unreliable),9.7 (Unreliable)
,"Henry County, GA",13151,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,194658,6.2 (Unreliable),6.2 (Unreliable)
,"Henry County, GA",13151,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,199622,5.0 (Unreliable),4.8 (Unreliable)
,"Henry County, GA",13151,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,203922,8.3 (Unreliable),7.9 (Unreliable)
,"Muscogee County, GA",13215,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,189885,7.4 (Unreliable),7.9 (Unreliable)
,"Paulding County, GA",13223,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,122635,9.0 (Unreliable),8.4 (Unreliable)
,"Paulding County, GA",13223,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,131172,9.1 (Unreliable),8.6 (Unreliable)
,"Paulding County, GA",13223,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,137066,8.0 (Unreliable),7.6 (Unreliable)
,"Paulding County, GA",13223,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,140761,9.2 (Unreliable),8.8 (Unreliable)
,"Paulding County, GA",13223,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,142324,16.9,16
,"Richmond County, GA",13245,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,196449,7.6 (Unreliable),8.2 (Unreliable)
,"Richmond County, GA",13245,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,198489,7.1 (Unreliable),7.5 (Unreliable)
,"Richmond County, GA",13245,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,200549,7.0 (Unreliable),8.1 (Unreliable)
,"Richmond County, GA",13245,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,200549,6.5 (Unreliable),6.4 (Unreliable)
,"Whitfield County, GA",13313,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,100546,10.9 (Unreliable),11.3 (Unreliable)
,"Hawaii County, HI",15001,2007,2007,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,10,177733,5.6 (Unreliable),5.7 (Unreliable)
,"Hawaii County, HI",15001,2009,2009,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,14,183629,7.6 (Unreliable),6.8 (Unreliable)
,"Hawaii County, HI",15001,2010,2010,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,10,185079,5.4 (Unreliable),4.1 (Unreliable)
,"Honolulu County, HI",15003,2006,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17,926954,1.8 (Unreliable),1.9 (Unreliable)
,"Honolulu County, HI",15003,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,926954,1.9 (Unreliable),2.0 (Unreliable)
,"Honolulu County, HI",15003,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,926954,1.4 (Unreliable),1.4 (Unreliable)
,"Honolulu County, HI",15003,2007,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,22,925335,2.4,2.4
,"Honolulu County, HI",15003,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,925335,4.1,3.9
,"Honolulu County, HI",15003,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,925335,1.6 (Unreliable),1.6 (Unreliable)
,"Honolulu County, HI",15003,2008,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27,933680,2.9,2.9
,"Honolulu County, HI",15003,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,933680,2.4,2.4
,"Honolulu County, HI",15003,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,933680,2.4,2.4
,"Honolulu County, HI",15003,2009,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,36,943177,3.8,3.6
,"Honolulu County, HI",15003,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28,943177,3,2.8
,"Honolulu County, HI",15003,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,943177,1.8 (Unreliable),1.8 (Unreliable)
,"Honolulu County, HI",15003,2010,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,33,953207,3.5,3.6
,"Honolulu County, HI",15003,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33,953207,3.5,3.3
,"Honolulu County, HI",15003,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,953207,1.7 (Unreliable),1.7 (Unreliable)
,"Honolulu County, HI",15003,2010,2010,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,10,953207,1.0 (Unreliable),1.0 (Unreliable)
,"Ada County, ID",16001,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,363498,4.1 (Unreliable),3.9 (Unreliable)
,"Ada County, ID",16001,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,363498,2.8 (Unreliable),2.7 (Unreliable)
,"Ada County, ID",16001,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,375368,4.0 (Unreliable),4.1 (Unreliable)
,"Ada County, ID",16001,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,375368,3.7 (Unreliable),3.7 (Unreliable)
,"Ada County, ID",16001,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,382618,4.4 (Unreliable),4.3 (Unreliable)
,"Ada County, ID",16001,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,388577,2.8 (Unreliable),2.8 (Unreliable)
,"Ada County, ID",16001,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,388577,4.4 (Unreliable),4.5 (Unreliable)
,"Ada County, ID",16001,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,392365,2.8 (Unreliable),2.7 (Unreliable)
,"Ada County, ID",16001,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,392365,4.1 (Unreliable),4.0 (Unreliable)
,"Bannock County, ID",16005,2009,2009,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,81994,13.4 (Unreliable),13.9 (Unreliable)
,"Bannock County, ID",16005,2010,2010,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,82839,13.3 (Unreliable),12.9 (Unreliable)
,"Bonneville County, ID",16019,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,103016,10.7 (Unreliable),11.0 (Unreliable)
,"Bonneville County, ID",16019,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,104234,9.6 (Unreliable),10.8 (Unreliable)
,"Canyon County, ID",16027,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,188923,5.8 (Unreliable),6.1 (Unreliable)
,"Kootenai County, ID",16055,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,137407,7.3 (Unreliable),7.3 (Unreliable)
,"Champaign County, IL",17019,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,196621,5.6 (Unreliable),5.5 (Unreliable)
,"Champaign County, IL",17019,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,197570,5.1 (Unreliable),5.5 (Unreliable)
,"Champaign County, IL",17019,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,199968,6.0 (Unreliable),7.2 (Unreliable)
,"Cook County, IL",17031,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,663,5165495,12.8,12.9
,"Cook County, IL",17031,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,5165495,0.7,0.7
,"Cook County, IL",17031,2006,2006,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,14,5165495,0.3 (Unreliable),0.3 (Unreliable)
,"Cook County, IL",17031,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,21,5165495,0.4,0.4
,"Cook County, IL",17031,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,422,5154235,8.2,8.2
,"Cook County, IL",17031,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,5154235,0.5,0.5
,"Cook County, IL",17031,2007,2007,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,19,5154235,0.4 (Unreliable),0.4 (Unreliable)
,"Cook County, IL",17031,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,21,5154235,0.4,0.4
,"Cook County, IL",17031,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,436,5161831,8.4,8.4
,"Cook County, IL",17031,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29,5161831,0.6,0.6
,"Cook County, IL",17031,2008,2008,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X60,10,5161831,0.2 (Unreliable),0.2 (Unreliable)
,"Cook County, IL",17031,2008,2008,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,17,5161831,0.3 (Unreliable),0.3 (Unreliable)
,"Cook County, IL",17031,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,27,5161831,0.5,0.5
